🏊‍♀️	swimming_woman	swimming_woman	swimming_woman woman swimming
⛹️	bouncing_ball_person	bouncing_ball_person	bouncing_ball_person person bouncing ball basketball
⛹️‍♂️	bouncing_ball_man	bouncing_ball_man,basketball_man	bouncing_ball_man basketball_man man bouncing ball
⛹️‍♀️	bouncing_ball_woman	bouncing_ball_woman,basketball_woman	bouncing_ball_woman basketball_woman woman bouncing ball
🏋️	weight_lifting	weight_lifting	weight_lifting person lifting weights gym workout
🏋️‍♂️	weight_lifting_man	weight_lifting_man	weight_lifting_man man lifting weights gym workout
🏋️‍♀️	weight_lifting_woman	weight_lifting_woman	weight_lifting_woman woman lifting weights gym workout
🚴	bicyclist	bicyclist	bicyclist person biking
🚴‍♂️	biking_man	biking_man	biking_man man biking
🚴‍♀️	biking_woman	biking_woman	biking_woman woman biking
🚵	mountain_bicyclist	mountain_bicyclist	mountain_bicyclist person mountain biking
🚵‍♂️	mountain_biking_man	mountain_biking_man	mountain_biking_man man mountain biking
🚵‍♀️	mountain_biking_woman	mountain_biking_woman	mountain_biking_woman woman mountain biking
🤸	cartwheeling	cartwheeling	cartwheeling person cartwheeling
🤸‍♂️	man_cartwheeling	man_cartwheeling	man_cartwheeling man cartwheeling
🤸‍♀️	woman_cartwheeling	woman_cartwheeling	woman_cartwheeling woman cartwheeling
🤼	wrestling	wrestling	wrestling people wrestling
🤼‍♂️	men_wrestling	men_wrestling	men_wrestling men wrestling
🤼‍♀️	women_wrestling	women_wrestling	women_wrestling women wrestling
🤽	water_polo	water_polo	water_polo person playing water polo
🤽‍♂️	man_playing_water_polo	man_playing_water_polo	man_playing_water_polo man playing water polo
🤽‍♀️	woman_playing_water_polo	woman_playing_water_polo	woman_playing_water_polo woman playing water polo
🤾	handball_person	handball_person	handball_person person playing handball
🤾‍♂️	man_playing_handball	man_playing_handball	man_playing_handball man playing handball
🤾‍♀️	woman_playing_handball	woman_playing_handball	woman_playing_handball woman playing handball
🤹	juggling_person	juggling_person	juggling_person person juggling
🤹‍♂️	man_juggling	man_juggling	man_juggling man juggling
🤹‍♀️	woman_juggling	woman_juggling	woman_juggling woman juggling
🧘	lotus_position	lotus_position	lotus_position person in lotus position meditation
🧘‍♂️	lotus_position_man	lotus_position_man	lotus_position_man man in lotus position meditation
🧘‍♀️	lotus_position_woman	lotus_position_woman	lotus_position_woman woman in lotus position meditation
🛀	bath	bath	bath person taking bath shower
🛌	sleeping_bed	sleeping_bed	sleeping_bed person in bed
🧑‍🤝‍🧑	people_holding_hands	people_holding_hands	people_holding_hands people holding hands couple date
👭	two_women_holding_hands	two_women_holding_hands	two_women_holding_hands women holding hands couple date
👫	couple	couple	couple woman and man holding hands date
👬	two_men_holding_hands	two_men_holding_hands	two_men_holding_hands men holding hands couple date
💏	couplekiss	couplekiss	couplekiss kiss
👩‍❤️‍💋‍👨	couplekiss_man_woman	couplekiss_man_woman	couplekiss_man_woman kiss: woman, man
👨‍❤️‍💋‍👨	couplekiss_man_man	couplekiss_man_man	couplekiss_man_man kiss: man, man
👩‍❤️‍💋‍👩	couplekiss_woman_woman	couplekiss_woman_woman	couplekiss_woman_woman kiss: woman, woman
💑	couple_with_heart	couple_with_heart	couple_with_heart couple with heart
👩‍❤️‍👨	couple_with_heart_woman_man	couple_with_heart_woman_man	couple_with_heart_woman_man couple with heart: woman, man
👨‍❤️‍👨	couple_with_heart_man_man	couple_with_heart_man_man	couple_with_heart_man_man couple with heart: man, man
👩‍❤️‍👩	couple_with_heart_woman_woman	couple_with_heart_woman_woman	couple_with_heart_woman_woman couple with heart: woman, woman
👪	family	family	family family home parents child
👨‍👩‍👦	family_man_woman_boy	family_man_woman_boy	family_man_woman_boy family: man, woman, boy
👨‍👩‍👧	family_man_woman_girl	family_man_woman_girl	family_man_woman_girl family: man, woman, girl
👨‍👩‍👧‍👦	family_man_woman_girl_boy	family_man_woman_girl_boy	family_man_woman_girl_boy family: man, woman, girl, boy
👨‍👩‍👦‍👦	family_man_woman_boy_boy	family_man_woman_boy_boy	family_man_woman_boy_boy family: man, woman, boy, boy
👨‍👩‍👧‍👧	family_man_woman_girl_girl	family_man_woman_girl_girl	family_man_woman_girl_girl family: man, woman, girl, girl
👨‍👨‍👦	family_man_man_boy	family_man_man_boy	family_man_man_boy family: man, man, boy
👨‍👨‍👧	family_man_man_girl	family_man_man_girl	family_man_man_girl family: man, man, girl
👨‍👨‍👧‍👦	family_man_man_girl_boy	family_man_man_girl_boy	family_man_man_girl_boy family: man, man, girl, boy
👨‍👨‍👦‍👦	family_man_man_boy_boy	family_man_man_boy_boy	family_man_man_boy_boy family: man, man, boy, boy
👨‍👨‍👧‍👧	family_man_man_girl_girl	family_man_man_girl_girl	family_man_man_girl_girl family: man, man, girl, girl
👩‍👩‍👦	family_woman_woman_boy	family_woman_woman_boy	family_woman_woman_boy family: woman, woman, boy
👩‍👩‍👧	family_woman_woman_girl	family_woman_woman_girl	family_woman_woman_girl family: woman, woman, girl
👩‍👩‍👧‍👦	family_woman_woman_girl_boy	family_woman_woman_girl_boy	family_woman_woman_girl_boy family: woman, woman, girl, boy
👩‍👩‍👦‍👦	family_woman_woman_boy_boy	family_woman_woman_boy_boy	family_woman_woman_boy_boy family: woman, woman, boy, boy
👩‍👩‍👧‍👧	family_woman_woman_girl_girl	family_woman_woman_girl_girl	family_woman_woman_girl_girl family: woman, woman, girl, girl
👨‍👦	family_man_boy	family_man_boy	family_man_boy family: man, boy
👨‍👦‍👦	family_man_boy_boy	family_man_boy_boy	family_man_boy_boy family: man, boy, boy
👨‍👧	family_man_girl	family_man_girl	family_man_girl family: man, girl
👨‍👧‍👦	family_man_girl_boy	family_man_girl_boy	family_man_girl_boy family: man, girl, boy
👨‍👧‍👧	family_man_girl_girl	family_man_girl_girl	family_man_girl_girl family: man, girl, girl
👩‍👦	family_woman_boy	family_woman_boy	family_woman_boy family: woman, boy
👩‍👦‍👦	family_woman_boy_boy	family_woman_boy_boy	family_woman_boy_boy family: woman, boy, boy
👩‍👧	family_woman_girl	family_woman_girl	family_woman_girl family: woman, girl
👩‍👧‍👦	family_woman_girl_boy	family_woman_girl_boy	family_woman_girl_boy family: woman, girl, boy
👩‍👧‍👧	family_woman_girl_girl	family_woman_girl_girl	family_woman_girl_girl family: woman, girl, girl
🗣️	speaking_head	speaking_head	speaking_head speaking head
👤	bust_in_silhouette	bust_in_silhouette	bust_in_silhouette bust in silhouette user
👥	busts_in_silhouette	busts_in_silhouette	busts_in_silhouette busts in silhouette users group team
🫂	people_hugging	people_hugging	people_hugging people hugging
👣	footprints	footprints	footprints footprints feet tracks
🐵	monkey_face	monkey_face	monkey_face monkey face
🐒	monkey	monkey	monkey monkey
🦍	gorilla	gorilla	gorilla gorilla
🦧	orangutan	orangutan	orangutan orangutan
🐶	dog	dog	dog dog face pet
🐕	dog2	dog2	dog2 dog
🦮	guide_dog	guide_dog	guide_dog guide dog
🐕‍🦺	service_dog	service_dog	service_dog service dog
🐩	poodle	poodle	poodle poodle dog
🐺	wolf	wolf	wolf wolf
🦊	fox_face	fox_face	fox_face fox
🦝	raccoon	raccoon	raccoon raccoon
🐱	cat	cat	cat cat face pet
🐈	cat2	cat2	cat2 cat
🐈‍⬛	black_cat	black_cat	black_cat black cat
🦁	lion	lion	lion lion
🐯	tiger	tiger	tiger tiger face
🐅	tiger2	tiger2	tiger2 tiger
🐆	leopard	leopard	leopard leopard
🐴	horse	horse	horse horse face
🫎	moose	moose	moose moose canada
🫏	donkey	donkey	donkey donkey mule
🐎	racehorse	racehorse	racehorse horse speed
🦄	unicorn	unicorn	unicorn unicorn
🦓	zebra	zebra	zebra zebra
🦌	deer	deer	deer deer
🦬	bison	bison	bison bison
🐮	cow	cow	cow cow face
🐂	ox	ox	ox ox
🐃	water_buffalo	water_buffalo	water_buffalo water buffalo
🐄	cow2	cow2	cow2 cow
🐷	pig	pig	pig pig face
🐖	pig2	pig2	pig2 pig
🐗	boar	boar	boar boar
🐽	pig_nose	pig_nose	pig_nose pig nose
🐏	ram	ram	ram ram
🐑	sheep	sheep	sheep ewe
🐐	goat	goat	goat goat
🐪	dromedary_camel	dromedary_camel	dromedary_camel camel desert
🐫	camel	camel	camel two-hump camel
🦙	llama	llama	llama llama
🦒	giraffe	giraffe	giraffe giraffe
🐘	elephant	elephant	elephant elephant
🦣	mammoth	mammoth	mammoth mammoth
🦏	rhinoceros	rhinoceros	rhinoceros rhinoceros
🦛	hippopotamus	hippopotamus	hippopotamus hippopotamus
🐭	mouse	mouse	mouse mouse face
🐁	mouse2	mouse2	mouse2 mouse
🐀	rat	rat	rat rat
🐹	hamster	hamster	hamster hamster pet
🐰	rabbit	rabbit	rabbit rabbit face bunny
🐇	rabbit2	rabbit2	rabbit2 rabbit
🐿️	chipmunk	chipmunk	chipmunk chipmunk
🦫	beaver	beaver	beaver beaver
🦔	hedgehog	hedgehog	hedgehog hedgehog
🦇	bat	bat	bat bat
🐻	bear	bear	bear bear
🐻‍❄️	polar_bear	polar_bear	polar_bear polar bear
🐨	koala	koala	koala koala
🐼	panda_face	panda_face	panda_face panda
🦥	sloth	sloth	sloth sloth
🦦	otter	otter	otter otter
🦨	skunk	skunk	skunk skunk
🦘	kangaroo	kangaroo	kangaroo kangaroo
🦡	badger	badger	badger badger
🐾	feet	feet,paw_prints	feet paw_prints paw prints
🦃	turkey	turkey	turkey turkey thanksgiving
🐔	chicken	chicken	chicken chicken
🐓	rooster	rooster	rooster rooster
🐣	hatching_chick	hatching_chick	hatching_chick hatching chick
🐤	baby_chick	baby_chick	baby_chick baby chick
🐥	hatched_chick	hatched_chick	hatched_chick front-facing baby chick
🐦	bird	bird	bird bird
🐧	penguin	penguin	penguin penguin
🕊️	dove	dove	dove dove peace
🦅	eagle	eagle	eagle eagle
🦆	duck	duck	duck duck
🦢	swan	swan	swan swan
🦉	owl	owl	owl owl
🦤	dodo	dodo	dodo dodo
🪶	feather	feather	feather feather
🦩	flamingo	flamingo	flamingo flamingo
🦚	peacock	peacock	peacock peacock
🦜	parrot	parrot	parrot parrot
🪽	wing	wing	wing wing fly
🐦‍⬛	black_bird	black_bird	black_bird black bird
🪿	goose	goose	goose goose honk
🐸	frog	frog	frog frog
🐊	crocodile	crocodile	crocodile crocodile
🐢	turtle	turtle	turtle turtle slow
🦎	lizard	lizard	lizard lizard
🐍	snake	snake	snake snake
🐲	dragon_face	dragon_face	dragon_face dragon face
🐉	dragon	dragon	dragon dragon
🦕	sauropod	sauropod	sauropod sauropod dinosaur
🦖	t-rex	t-rex	t-rex T-Rex dinosaur
🐳	whale	whale	whale spouting whale sea
🐋	whale2	whale2	whale2 whale
🐬	dolphin	dolphin,flipper	dolphin flipper dolphin
🦭	seal	seal	seal seal
🐟	fish	fish	fish fish
🐠	tropical_fish	tropical_fish	tropical_fish tropical fish
🐡	blowfish	blowfish	blowfish blowfish
🦈	shark	shark	shark shark
🐙	octopus	octopus	octopus octopus
🐚	shell	shell	shell spiral shell sea beach
🪸	coral	coral	coral coral
🪼	jellyfish	jellyfish	jellyfish jellyfish
🐌	snail	snail	snail snail slow
🦋	butterfly	butterfly	butterfly butterfly
🐛	bug	bug	bug bug
🐜	ant	ant	ant ant
🐝	bee	bee,honeybee	bee honeybee honeybee
🪲	beetle	beetle	beetle beetle
🐞	lady_beetle	lady_beetle	lady_beetle lady beetle bug
🦗	cricket	cricket	cricket cricket
🪳	cockroach	cockroach	cockroach cockroach
🕷️	spider	spider	spider spider
🕸️	spider_web	spider_web	spider_web spider web
🦂	scorpion	scorpion	scorpion scorpion
🦟	mosquito	mosquito	mosquito mosquito
🪰	fly	fly	fly fly
🪱	worm	worm	worm worm
🦠	microbe	microbe	microbe microbe germ
💐	bouquet	bouquet	bouquet bouquet flowers
🌸	cherry_blossom	cherry_blossom	cherry_blossom cherry blossom flower spring
💮	white_flower	white_flower	white_flower white flower
🪷	lotus	lotus	lotus lotus
🏵️	rosette	rosette	rosette rosette
🌹	rose	rose	rose rose flower
🥀	wilted_flower	wilted_flower	wilted_flower wilted flower
🌺	hibiscus	hibiscus	hibiscus hibiscus
🌻	sunflower	sunflower	sunflower sunflower
🌼	blossom	blossom	blossom blossom
🌷	tulip	tulip	tulip tulip flower
🪻	hyacinth	hyacinth	hyacinth hyacinth
🌱	seedling	seedling	seedling seedling plant
🪴	potted_plant	potted_plant	potted_plant potted plant
🌲	evergreen_tree	evergreen_tree	evergreen_tree evergreen tree wood
🌳	deciduous_tree	deciduous_tree	deciduous_tree deciduous tree wood
🌴	palm_tree	palm_tree	palm_tree palm tree
🌵	cactus	cactus	cactus cactus
🌾	ear_of_rice	ear_of_rice	ear_of_rice sheaf of rice
🌿	herb	herb	herb herb
☘️	shamrock	shamrock	shamrock shamrock
🍀	four_leaf_clover	four_leaf_clover	four_leaf_clover four leaf clover luck
🍁	maple_leaf	maple_leaf	maple_leaf maple leaf canada
🍂	fallen_leaf	fallen_leaf	fallen_leaf fallen leaf autumn
🍃	leaves	leaves	leaves leaf fluttering in wind leaf
🪹	empty_nest	empty_nest	empty_nest empty nest
🪺	nest_with_eggs	nest_with_eggs	nest_with_eggs nest with eggs
🍄	mushroom	mushroom	mushroom mushroom fungus
🍇	grapes	grapes	grapes grapes
🍈	melon	melon	melon melon
🍉	watermelon	watermelon	watermelon watermelon
🍊	tangerine	tangerine,orange,mandarin	tangerine orange mandarin tangerine
🍋	lemon	lemon	lemon lemon
🍌	banana	banana	banana banana fruit
🍍	pineapple	pineapple	pineapple pineapple
🥭	mango	mango	mango mango
🍎	apple	apple	apple red apple
🍏	green_apple	green_apple	green_apple green apple fruit
🍐	pear	pear	pear pear
🍑	peach	peach	peach peach
🍒	cherries	cherries	cherries cherries fruit
🍓	strawberry	strawberry	strawberry strawberry fruit
🫐	blueberries	blueberries	blueberries blueberries
🥝	kiwi_fruit	kiwi_fruit	kiwi_fruit kiwi fruit
🍅	tomato	tomato	tomato tomato
🫒	olive	olive	olive olive
🥥	coconut	coconut	coconut coconut
🥑	avocado	avocado	avocado avocado
🍆	eggplant	eggplant	eggplant eggplant aubergine
🥔	potato	potato	potato potato
🥕	carrot	carrot	carrot carrot
🌽	corn	corn	corn ear of corn
🌶️	hot_pepper	hot_pepper	hot_pepper hot pepper spicy
🫑	bell_pepper	bell_pepper	bell_pepper bell pepper
🥒	cucumber	cucumber	cucumber cucumber
🥬	leafy_green	leafy_green	leafy_green leafy green
🥦	broccoli	broccoli	broccoli broccoli
🧄	garlic	garlic	garlic garlic
🧅	onion	onion	onion onion
🥜	peanuts	peanuts	peanuts peanuts
🫘	beans	beans	beans beans
🌰	chestnut	chestnut	chestnut chestnut
🫚	ginger_root	ginger_root	ginger_root ginger root
🫛	pea_pod	pea_pod	pea_pod pea pod
🍞	bread	bread	bread bread toast
🥐	croissant	croissant	croissant croissant
🥖	baguette_bread	baguette_bread	baguette_bread baguette bread
🫓	flatbread	flatbread	flatbread flatbread
🥨	pretzel	pretzel	pretzel pretzel
🥯	bagel	bagel	bagel bagel
🥞	pancakes	pancakes	pancakes pancakes
🧇	waffle	waffle	waffle waffle
🧀	cheese	cheese	cheese cheese wedge
🍖	meat_on_bone	meat_on_bone	meat_on_bone meat on bone
🍗	poultry_leg	poultry_leg	poultry_leg poultry leg meat chicken
🥩	cut_of_meat	cut_of_meat	cut_of_meat cut of meat
🥓	bacon	bacon	bacon bacon
🍔	hamburger	hamburger	hamburger hamburger burger
🍟	fries	fries	fries french fries
🍕	pizza	pizza	pizza pizza
🌭	hotdog	hotdog	hotdog hot dog
🥪	sandwich	sandwich	sandwich sandwich
🌮	taco	taco	taco taco
🌯	burrito	burrito	burrito burrito
🫔	tamale	tamale	tamale tamale
🥙	stuffed_flatbread	stuffed_flatbread	stuffed_flatbread stuffed flatbread
🧆	falafel	falafel	falafel falafel
🥚	egg	egg	egg egg
🍳	fried_egg	fried_egg	fried_egg cooking breakfast
🥘	shallow_pan_of_food	shallow_pan_of_food	shallow_pan_of_food shallow pan of food paella curry
🍲	stew	stew	stew pot of food
🫕	fondue	fondue	fondue fondue
🥣	bowl_with_spoon	bowl_with_spoon	bowl_with_spoon bowl with spoon
🥗	green_salad	green_salad	green_salad green salad
🍿	popcorn	popcorn	popcorn popcorn
🧈	butter	butter	butter butter
🧂	salt	salt	salt salt
🥫	canned_food	canned_food	canned_food canned food
🍱	bento	bento	bento bento box
🍘	rice_cracker	rice_cracker	rice_cracker rice cracker
🍙	rice_ball	rice_ball	rice_ball rice ball
🍚	rice	rice	rice cooked rice
🍛	curry	curry	curry curry rice
🍜	ramen	ramen	ramen steaming bowl noodle
🍝	spaghetti	spaghetti	spaghetti spaghetti pasta
🍠	sweet_potato	sweet_potato	sweet_potato roasted sweet potato
🍢	oden	oden	oden oden
🍣	sushi	sushi	sushi sushi
🍤	fried_shrimp	fried_shrimp	fried_shrimp fried shrimp tempura
🍥	fish_cake	fish_cake	fish_cake fish cake with swirl
🥮	moon_cake	moon_cake	moon_cake moon cake
🍡	dango	dango	dango dango
🥟	dumpling	dumpling	dumpling dumpling
🥠	fortune_cookie	fortune_cookie	fortune_cookie fortune cookie
🥡	takeout_box	takeout_box	takeout_box takeout box
🦀	crab	crab	crab crab
🦞	lobster	lobster	lobster lobster
🦐	shrimp	shrimp	shrimp shrimp
🦑	squid	squid	squid squid
🦪	oyster	oyster	oyster oyster
🍦	icecream	icecream	icecream soft ice cream
🍧	shaved_ice	shaved_ice	shaved_ice shaved ice
🍨	ice_cream	ice_cream	ice_cream ice cream
🍩	doughnut	doughnut	doughnut doughnut
🍪	cookie	cookie	cookie cookie
🎂	birthday	birthday	birthday birthday cake party
🍰	cake	cake	cake shortcake dessert
🧁	cupcake	cupcake	cupcake cupcake
🥧	pie	pie	pie pie
🍫	chocolate_bar	chocolate_bar	chocolate_bar chocolate bar
🍬	candy	candy	candy candy sweet
🍭	lollipop	lollipop	lollipop lollipop
🍮	custard	custard	custard custard
🍯	honey_pot	honey_pot	honey_pot honey pot
🍼	baby_bottle	baby_bottle	baby_bottle baby bottle milk
🥛	milk_glass	milk_glass	milk_glass glass of milk
☕	coffee	coffee	coffee hot beverage cafe espresso
🫖	teapot	teapot	teapot teapot
🍵	tea	tea	tea teacup without handle green breakfast
🍶	sake	sake	sake sake
🍾	champagne	champagne	champagne bottle with popping cork bottle bubbly celebration
🍷	wine_glass	wine_glass	wine_glass wine glass
🍸	cocktail	cocktail	cocktail cocktail glass drink
🍹	tropical_drink	tropical_drink	tropical_drink tropical drink summer vacation
🍺	beer	beer	beer beer mug drink
🍻	beers	beers	beers clinking beer mugs drinks
🥂	clinking_glasses	clinking_glasses	clinking_glasses clinking glasses cheers toast
🥃	tumbler_glass	tumbler_glass	tumbler_glass tumbler glass whisky
🫗	pouring_liquid	pouring_liquid	pouring_liquid pouring liquid
🥤	cup_with_straw	cup_with_straw	cup_with_straw cup with straw
🧋	bubble_tea	bubble_tea	bubble_tea bubble tea
🧃	beverage_box	beverage_box	beverage_box beverage box
🧉	mate	mate	mate mate
🧊	ice_cube	ice_cube	ice_cube ice
🥢	chopsticks	chopsticks	chopsticks chopsticks
🍽️	plate_with_cutlery	plate_with_cutlery	plate_with_cutlery fork and knife with plate dining dinner
🍴	fork_and_knife	fork_and_knife	fork_and_knife fork and knife cutlery
🥄	spoon	spoon	spoon spoon
🔪	hocho	hocho,knife	hocho knife kitchen knife cut chop
🫙	jar	jar	jar jar
🏺	amphora	amphora	amphora amphora
🌍	earth_africa	earth_africa	earth_africa globe showing Europe-Africa globe world international
🌎	earth_americas	earth_americas	earth_americas globe showing Americas globe world international
🌏	earth_asia	earth_asia	earth_asia globe showing Asia-Australia globe world international
🌐	globe_with_meridians	globe_with_meridians	globe_with_meridians globe with meridians world global international
🗺️	world_map	world_map	world_map world map travel
🗾	japan	japan	japan map of Japan
🧭	compass	compass	compass compass
🏔️	mountain_snow	mountain_snow	mountain_snow snow-capped mountain
⛰️	mountain	mountain	mountain mountain
🌋	volcano	volcano	volcano volcano
🗻	mount_fuji	mount_fuji	mount_fuji mount fuji
🏕️	camping	camping	camping camping
🏖️	beach_umbrella	beach_umbrella	beach_umbrella beach with umbrella
🏜️	desert	desert	desert desert
🏝️	desert_island	desert_island	desert_island desert island
🏞️	national_park	national_park	national_park national park
🏟️	stadium	stadium	stadium stadium
🏛️	classical_building	classical_building	classical_building classical building
🏗️	building_construction	building_construction	building_construction building construction
🧱	bricks	bricks	bricks brick
🪨	rock	rock	rock rock
🪵	wood	wood	wood wood
🛖	hut	hut	hut hut
🏘️	houses	houses	houses houses
🏚️	derelict_house	derelict_house	derelict_house derelict house
🏠	house	house	house house
🏡	house_with_garden	house_with_garden	house_with_garden house with garden
🏢	office	office	office office building
🏣	post_office	post_office	post_office Japanese post office
🏤	european_post_office	european_post_office	european_post_office post office
🏥	hospital	hospital	hospital hospital
🏦	bank	bank	bank bank
🏨	hotel	hotel	hotel hotel
🏩	love_hotel	love_hotel	love_hotel love hotel
🏪	convenience_store	convenience_store	convenience_store convenience store
🏫	school	school	school school
🏬	department_store	department_store	department_store department store
🏭	factory	factory	factory factory
🏯	japanese_castle	japanese_castle	japanese_castle Japanese castle
🏰	european_castle	european_castle	european_castle castle
💒	wedding	wedding	wedding wedding marriage
🗼	tokyo_tower	tokyo_tower	tokyo_tower Tokyo tower
🗽	statue_of_liberty	statue_of_liberty	statue_of_liberty Statue of Liberty
⛪	church	church	church church
🕌	mosque	mosque	mosque mosque
🛕	hindu_temple	hindu_temple	hindu_temple hindu temple
🕍	synagogue	synagogue	synagogue synagogue
⛩️	shinto_shrine	shinto_shrine	shinto_shrine shinto shrine
🕋	kaaba	kaaba	kaaba kaaba
⛲	fountain	fountain	fountain fountain
⛺	tent	tent	tent tent camping
🌁	foggy	foggy	foggy foggy karl
🌃	night_with_stars	night_with_stars	night_with_stars night with stars
🏙️	cityscape	cityscape	cityscape cityscape skyline
🌄	sunrise_over_mountains	sunrise_over_mountains	sunrise_over_mountains sunrise over mountains
🌅	sunrise	sunrise	sunrise sunrise
🌆	city_sunset	city_sunset	city_sunset cityscape at dusk
🌇	city_sunrise	city_sunrise	city_sunrise sunset
🌉	bridge_at_night	bridge_at_night	bridge_at_night bridge at night
♨️	hotsprings	hotsprings	hotsprings hot springs
🎠	carousel_horse	carousel_horse	carousel_horse carousel horse
🛝	playground_slide	playground_slide	playground_slide playground slide
🎡	ferris_wheel	ferris_wheel	ferris_wheel ferris wheel
🎢	roller_coaster	roller_coaster	roller_coaster roller coaster
💈	barber	barber	barber barber pole
🎪	circus_tent	circus_tent	circus_tent circus tent
🚂	steam_locomotive	steam_locomotive	steam_locomotive locomotive train
🚃	railway_car	railway_car	railway_car railway car
🚄	bullettrain_side	bullettrain_side	bullettrain_side high-speed train train
🚅	bullettrain_front	bullettrain_front	bullettrain_front bullet train train
🚆	train2	train2	train2 train
🚇	metro	metro	metro metro
🚈	light_rail	light_rail	light_rail light rail
🚉	station	station	station station
🚊	tram	tram	tram tram
🚝	monorail	monorail	monorail monorail
🚞	mountain_railway	mountain_railway	mountain_railway mountain railway
🚋	train	train	train tram car
🚌	bus	bus	bus bus
🚍	oncoming_bus	oncoming_bus	oncoming_bus oncoming bus
🚎	trolleybus	trolleybus	trolleybus trolleybus
🚐	minibus	minibus	minibus minibus
🚑	ambulance	ambulance	ambulance ambulance
🚒	fire_engine	fire_engine	fire_engine fire engine
🚓	police_car	police_car	police_car police car
🚔	oncoming_police_car	oncoming_police_car	oncoming_police_car oncoming police car
🚕	taxi	taxi	taxi taxi
🚖	oncoming_taxi	oncoming_taxi	oncoming_taxi oncoming taxi
🚗	car	car,red_car	car red_car automobile
🚘	oncoming_automobile	oncoming_automobile	oncoming_automobile oncoming automobile
🚙	blue_car	blue_car	blue_car sport utility vehicle
🛻	pickup_truck	pickup_truck	pickup_truck pickup truck
🚚	truck	truck	truck delivery truck
🚛	articulated_lorry	articulated_lorry	articulated_lorry articulated lorry
🚜	tractor	tractor	tractor tractor
🏎️	racing_car	racing_car	racing_car racing car
🏍️	motorcycle	motorcycle	motorcycle motorcycle
🛵	motor_scooter	motor_scooter	motor_scooter motor scooter
🦽	manual_wheelchair	manual_wheelchair	manual_wheelchair manual wheelchair
🦼	motorized_wheelchair	motorized_wheelchair	motorized_wheelchair motorized wheelchair
🛺	auto_rickshaw	auto_rickshaw	auto_rickshaw auto rickshaw
🚲	bike	bike	bike bicycle bicycle
🛴	kick_scooter	kick_scooter	kick_scooter kick scooter
🛹	skateboard	skateboard	skateboard skateboard
🛼	roller_skate	roller_skate	roller_skate roller skate
🚏	busstop	busstop	busstop bus stop
🛣️	motorway	motorway	motorway motorway
🛤️	railway_track	railway_track	railway_track railway track
🛢️	oil_drum	oil_drum	oil_drum oil drum
⛽	fuelpump	fuelpump	fuelpump fuel pump
🛞	wheel	wheel	wheel wheel
🚨	rotating_light	rotating_light	rotating_light police car light 911 emergency
🚥	traffic_light	traffic_light	traffic_light horizontal traffic light
🚦	vertical_traffic_light	vertical_traffic_light	vertical_traffic_light vertical traffic light semaphore
🛑	stop_sign	stop_sign	stop_sign stop sign
🚧	construction	construction	construction construction wip
⚓	anchor	anchor	anchor anchor ship
🛟	ring_buoy	ring_buoy	ring_buoy ring buoy life preserver
⛵	boat	boat,sailboat	boat sailboat sailboat
🛶	canoe	canoe	canoe canoe
🚤	speedboat	speedboat	speedboat speedboat ship
🛳️	passenger_ship	passenger_ship	passenger_ship passenger ship cruise
⛴️	ferry	ferry	ferry ferry
🛥️	motor_boat	motor_boat	motor_boat motor boat
🚢	ship	ship	ship ship
✈️	airplane	airplane	airplane airplane flight
🛩️	small_airplane	small_airplane	small_airplane small airplane flight
🛫	flight_departure	flight_departure	flight_departure airplane departure
🛬	flight_arrival	flight_arrival	flight_arrival airplane arrival
🪂	parachute	parachute	parachute parachute
💺	seat	seat	seat seat
🚁	helicopter	helicopter	helicopter helicopter
🚟	suspension_railway	suspension_railway	suspension_railway suspension railway
🚠	mountain_cableway	mountain_cableway	mountain_cableway mountain cableway
🚡	aerial_tramway	aerial_tramway	aerial_tramway aerial tramway
🛰️	artificial_satellite	artificial_satellite	artificial_satellite satellite orbit space
🚀	rocket	rocket	rocket rocket ship launch
🛸	flying_saucer	flying_saucer	flying_saucer flying saucer ufo
🛎️	bellhop_bell	bellhop_bell	bellhop_bell bellhop bell
🧳	luggage	luggage	luggage luggage
⌛	hourglass	hourglass	hourglass hourglass done time
⏳	hourglass_flowing_sand	hourglass_flowing_sand	hourglass_flowing_sand hourglass not done time
⌚	watch	watch	watch watch time
⏰	alarm_clock	alarm_clock	alarm_clock alarm clock morning
⏱️	stopwatch	stopwatch	stopwatch stopwatch
⏲️	timer_clock	timer_clock	timer_clock timer clock
🕰️	mantelpiece_clock	mantelpiece_clock	mantelpiece_clock mantelpiece clock
🕛	clock12	clock12	clock12 twelve o’clock
🕧	clock1230	clock1230	clock1230 twelve-thirty
🕐	clock1	clock1	clock1 one o’clock
🕜	clock130	clock130	clock130 one-thirty
🕑	clock2	clock2	clock2 two o’clock
🕝	clock230	clock230	clock230 two-thirty
🕒	clock3	clock3	clock3 three o’clock
🕞	clock330	clock330	clock330 three-thirty
🕓	clock4	clock4	clock4 four o’clock
🕟	clock430	clock430	clock430 four-thirty
🕔	clock5	clock5	clock5 five o’clock
🕠	clock530	clock530	clock530 five-thirty
🕕	clock6	clock6	clock6 six o’clock
🕡	clock630	clock630	clock630 six-thirty
🕖	clock7	clock7	clock7 seven o’clock
🕢	clock730	clock730	clock730 seven-thirty
🕗	clock8	clock8	clock8 eight o’clock
🕣	clock830	clock830	clock830 eight-thirty
🕘	clock9	clock9	clock9 nine o’clock
🕤	clock930	clock930	clock930 nine-thirty
